ID,Edad,Género,Estado Civil,Tipo de Contrato,Nivel de Responsabilidad,Satisfacción Laboral,Nivel de Estrés,Texto,Fecha y Hora,Estado de Estrés,Consejo para el Estrés
55,25,M,Soltero,Tiempo Completo,Alto,4,2,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-11-19 04:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
40,32,M,Divorciado,Tiempo Completo,Alto,2,2,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2024-08-08 14:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
52,45,M,Casado,Tiempo Parcial,Bajo,2,5,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2024-06-05 08:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
16,56,F,Soltero,Tiempo Parcial,Alto,3,8,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-10-29 08:06:38.989,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
13,40,M,Casado,Tiempo Completo,Alto,1,3,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-10-23 14:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
30,30,M,Soltero,Tiempo Completo,Alto,4,8,Me siento agotado mental y físicamente.,2025-01-29 14:06:38.989,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
19,44,M,Divorciado,Tiempo Parcial,Alto,3,2,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-10-22 00:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
17,49,M,Casado,Tiempo Completo,Alto,2,4,Me siento motivado por las nuevas oportunidades que se presentaron hoy.,2024-12-31 08:06:38.989,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
63,38,M,Casado,Tiempo Completo,Medio,1,2,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2024-09-28 19:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
19,44,M,Divorciado,Tiempo Parcial,Alto,4,5,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2025-01-01 06:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
92,57,M,Casado,Tiempo Parcial,Bajo,3,9,"Hoy fue un día muy caótico, pero logré mantener la calma y resolver los problemas.",2024-10-11 15:06:38.989,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
58,27,M,Divorciado,Tiempo Parcial,Alto,4,5,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2024-12-13 14:06:38.989,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
55,25,M,Soltero,Tiempo Completo,Alto,1,7,"Hoy fue un día muy caótico, pero logré mantener la calma y resolver los problemas.",2024-03-16 14:06:38.989,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
90,51,M,Divorciado,Tiempo Completo,Medio,1,7,Me siento agobiado por las expectativas de mi jefe.,2024-12-24 08:06:38.989,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
90,51,M,Divorciado,Tiempo Completo,Medio,2,2,Hoy me organicé bien y todo fluyó sin contratiempos.,2024-07-10 02:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
62,42,M,Soltero,Tiempo Completo,Alto,1,5,"El volumen de trabajo fue abrumador, pero logré priorizar bien.",2024-10-06 22:06:38.989,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
23,38,M,Soltero,Tiempo Completo,Medio,3,10,Me siento abrumado por la cantidad de tareas que tengo que hacer mañana.,2025-02-23 06:06:38.989,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
9,44,M,Divorciado,Tiempo Completo,Bajo,4,3,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2025-02-25 17:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
12,49,F,Soltero,Tiempo Parcial,Medio,1,2,El café fue mi mejor aliado para sobrevivir este día tan agitado.,2024-07-16 16:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
1,33,M,Casado,Tiempo Parcial,Alto,1,4,El exceso de reuniones hoy me impidió avanzar en mis tareas importantes.,2025-01-16 03:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
58,27,M,Divorciado,Tiempo Parcial,Alto,3,5,El estrés me está afectando tanto que no puedo disfrutar de mi tiempo libre.,2024-11-30 17:06:38.989,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
1,33,M,Casado,Tiempo Parcial,Alto,4,5,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2025-03-08 08:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
34,42,F,Casado,Tiempo Completo,Alto,4,5,Hoy fue un día lleno de logros y buenas noticias.,2024-06-07 21:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
96,46,M,Divorciado,Tiempo Parcial,Medio,2,2,El estrés me está afectando tanto que no puedo disfrutar de mi tiempo libre.,2024-12-03 04:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
48,36,M,Divorciado,Tiempo Parcial,Bajo,2,9,Me siento abrumado por la cantidad de responsabilidades que tengo.,2024-06-17 17:06:38.989,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
89,48,M,Casado,Tiempo Completo,Alto,4,3,"Hoy fue un día de aprendizajes, cada obstáculo me dejó una lección valiosa.",2024-12-17 02:06:38.989,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
1,33,M,Casado,Tiempo Parcial,Alto,3,4,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2025-01-21 03:06:38.989,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
16,56,F,Soltero,Tiempo Parcial,Alto,3,9,Me siento frustrado porque no tengo suficiente tiempo para hacer todo lo que necesito.,2024-09-08 04:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
61,26,M,Soltero,Tiempo Completo,Medio,2,2,"Hoy fue un día desafiante, pero logré superarlo.",2024-11-26 21:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
64,57,F,Divorciado,Tiempo Completo,Bajo,1,8,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2025-01-09 06:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
63,38,M,Casado,Tiempo Completo,Medio,3,5,"Hoy fue un día muy positivo, recibí el reconocimiento de mis colegas.",2024-05-01 17:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
69,21,F,Soltero,Tiempo Completo,Medio,1,1,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2024-12-22 09:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
22,31,F,Divorciado,Tiempo Parcial,Alto,3,5,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2024-11-04 19:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
93,37,M,Soltero,Tiempo Completo,Bajo,4,3,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-07-13 00:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
67,28,M,Divorciado,Tiempo Parcial,Bajo,2,4,Poder ayudar a un compañero con su proyecto me hizo sentir útil.,2024-08-05 11:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
76,32,F,Soltero,Tiempo Completo,Alto,1,3,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2024-04-04 21:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
26,50,M,Soltero,Tiempo Parcial,Medio,1,1,El exceso de reuniones hoy me impidió avanzar en mis tareas importantes.,2024-10-24 11:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
16,56,F,Soltero,Tiempo Parcial,Alto,4,1,El estrés no me deja disfrutar de los momentos de descanso.,2025-01-26 03:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
51,42,F,Divorciado,Tiempo Completo,Alto,3,3,El equipo hoy trabajó de manera muy eficiente y coordinada.,2024-12-24 12:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
86,37,M,Divorciado,Tiempo Parcial,Bajo,1,8,Me siento agotado después de un día lleno de actividades y responsabilidades.,2024-10-15 04:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
57,56,F,Casado,Tiempo Completo,Bajo,3,5,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-11-03 10:06:38.990,Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
29,31,F,Casado,Tiempo Completo,Medio,4,1,Me siento feliz de haber terminado un proyecto importante hoy.,2024-11-06 05:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
78,35,M,Casado,Tiempo Completo,Bajo,2,9,La presión por cumplir los plazos me está afectando.,2024-11-14 12:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
92,57,M,Casado,Tiempo Parcial,Bajo,1,10,El ambiente laboral hoy fue muy hostil.,2024-03-21 17:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
69,21,F,Soltero,Tiempo Completo,Medio,3,2,Siento que el caos de la oficina hoy absorbió toda mi energía.,2024-06-23 22:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
47,45,M,Divorciado,Tiempo Parcial,Alto,1,1,El ambiente laboral hoy fue muy relajado y agradable.,2024-11-30 09:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
94,48,F,Casado,Tiempo Parcial,Alto,3,4,Me siento agradecido por el apoyo que recibí de mis compañeros hoy.,2025-02-04 04:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
62,42,M,Soltero,Tiempo Completo,Alto,3,4,El estrés no me deja disfrutar de los momentos de descanso.,2025-02-04 10:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
69,21,F,Soltero,Tiempo Completo,Medio,3,9,Me siento abrumado por la cantidad de responsabilidades que tengo.,2024-07-25 05:06:38.990,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
76,32,F,Soltero,Tiempo Completo,Alto,4,4,"Hoy fue un día excelente, todo salió según lo planeado.",2024-05-21 07:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
16,56,F,Soltero,Tiempo Parcial,Alto,2,5,El apoyo de mis compañeros hizo que hoy fuera un gran día.,2024-03-30 00:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
90,51,M,Divorciado,Tiempo Completo,Medio,1,1,"Hoy fue un día muy tranquilo, pude enfocarme en mis tareas sin distracciones.",2024-05-03 23:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
90,51,M,Divorciado,Tiempo Completo,Medio,2,1,El apoyo de mis compañeros hoy fue fundamental para superar los obstáculos.,2024-05-28 20:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
48,36,M,Divorciado,Tiempo Parcial,Bajo,3,5,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-08-31 05:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
85,39,M,Divorciado,Tiempo Completo,Medio,3,1,Me siento feliz de haber terminado un proyecto importante hoy.,2024-08-10 07:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
39,52,F,Divorciado,Tiempo Completo,Medio,2,6,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-05-28 16:06:38.990,Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
100,31,F,Casado,Tiempo Parcial,Medio,2,2,"Hoy fue un día muy positivo, recibí el reconocimiento de mis colegas.",2024-10-06 01:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
33,26,M,Casado,Tiempo Parcial,Medio,1,1,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-11-29 16:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
94,48,F,Casado,Tiempo Parcial,Alto,3,8,Me siento agotado después de un día lleno de reuniones y tareas.,2024-11-30 20:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
23,38,M,Soltero,Tiempo Completo,Medio,2,5,Me siento feliz de haber contribuido al éxito del proyecto.,2024-04-22 02:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
10,51,F,Casado,Tiempo Completo,Alto,4,3,"Hoy tuve que lidiar con un cliente muy difícil, pero logré resolver el problema.",2024-05-20 23:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
69,21,F,Soltero,Tiempo Completo,Medio,3,5,Hoy fue un día lleno de logros y buenas noticias.,2024-12-23 05:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
100,31,F,Casado,Tiempo Parcial,Medio,3,7,Me siento abrumado por la cantidad de tareas que tengo que hacer mañana.,2025-02-09 22:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
34,42,F,Casado,Tiempo Completo,Alto,1,3,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2025-01-09 02:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
52,45,M,Casado,Tiempo Parcial,Bajo,4,5,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-12-16 02:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
95,31,F,Casado,Tiempo Completo,Medio,1,7,"Hoy fue un día muy caótico, pero logré mantener la calma y resolver los problemas.",2025-01-11 06:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
10,51,F,Casado,Tiempo Completo,Alto,4,5,"Mi lista de tareas solo creció en vez de reducirse, necesito ayuda.",2024-04-13 00:06:38.990,Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
19,44,M,Divorciado,Tiempo Parcial,Alto,1,2,Me siento motivado por las nuevas oportunidades que se presentaron hoy.,2024-06-02 00:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
58,27,M,Divorciado,Tiempo Parcial,Alto,4,4,"Hoy fue un día muy organizado, todo fluyó sin complicaciones.",2024-12-22 22:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
96,46,M,Divorciado,Tiempo Parcial,Medio,4,3,Me siento satisfecho con el progreso que logré hoy en mi trabajo.,2024-06-14 05:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
1,33,M,Casado,Tiempo Parcial,Alto,4,4,La armonía en el equipo hizo que el trabajo fuera un disfrute total.,2024-08-04 09:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
69,21,F,Soltero,Tiempo Completo,Medio,2,1,Me siento motivado por los nuevos desafíos que se presentaron hoy.,2024-06-04 09:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
4,37,M,Casado,Tiempo Parcial,Bajo,3,3,El estrés me está afectando tanto que no puedo concentrarme en nada.,2024-12-26 14:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
16,56,F,Soltero,Tiempo Parcial,Alto,4,9,"Hoy fue un día muy desorganizado, pero logré sacar adelante mis tareas.",2025-03-04 03:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
24,27,F,Soltero,Tiempo Parcial,Bajo,2,6,El estrés me está causando dolores de cabeza constantes.,2024-05-10 06:06:38.990,Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
80,52,F,Soltero,Tiempo Parcial,Medio,2,10,Me siento agotado después de un día lleno de actividades y responsabilidades.,2024-07-11 12:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
2,26,F,Casado,Tiempo Completo,Bajo,1,2,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-07-05 20:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
92,57,M,Casado,Tiempo Parcial,Bajo,3,3,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-10-19 22:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
32,33,M,Casado,Tiempo Parcial,Alto,3,6,"Hoy fue un día muy desorganizado, pero logré sacar adelante mis tareas.",2025-01-15 19:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
91,26,F,Divorciado,Tiempo Completo,Bajo,1,10,El estrés me está causando dolores de cabeza constantes.,2024-06-13 02:06:38.990,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
84,50,F,Divorciado,Tiempo Parcial,Bajo,3,5,Me siento feliz de haber terminado un proyecto importante hoy.,2024-09-28 10:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
24,27,F,Soltero,Tiempo Parcial,Bajo,1,4,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2024-10-06 16:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
12,49,F,Soltero,Tiempo Parcial,Medio,2,5,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-12-24 20:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
50,43,F,Divorciado,Tiempo Parcial,Alto,2,2,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2024-11-25 01:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
35,27,F,Casado,Tiempo Parcial,Medio,4,4,Me siento motivado por los nuevos desafíos que se presentaron hoy.,2024-07-04 03:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
33,26,M,Casado,Tiempo Parcial,Medio,1,10,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-05-13 05:06:38.990,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
33,26,M,Casado,Tiempo Parcial,Medio,2,5,"Hoy fue un día muy organizado, todo fluyó sin complicaciones.",2024-11-20 10:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
61,26,M,Soltero,Tiempo Completo,Medio,2,1,Me siento agradecido por la oportunidad de trabajar en este equipo.,2024-03-25 15:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
51,42,F,Divorciado,Tiempo Completo,Alto,1,1,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2025-02-25 16:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
43,25,F,Soltero,Tiempo Completo,Alto,2,8,"Hoy todo salió sin problemas, fue un día tranquilo y productivo.",2024-11-22 17:06:38.990,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
12,49,F,Soltero,Tiempo Parcial,Medio,3,4,Siento que trabajé todo el día sin lograr avances significativos.,2025-01-31 02:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
67,28,M,Divorciado,Tiempo Parcial,Bajo,2,4,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-11-25 17:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
65,32,F,Soltero,Tiempo Completo,Alto,1,1,"Hoy fue un día muy productivo, terminé todas mis tareas a tiempo.",2024-10-03 11:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
33,26,M,Casado,Tiempo Parcial,Medio,3,5,Me siento relajado y satisfecho con mi desempeño laboral.,2024-11-05 00:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
40,32,M,Divorciado,Tiempo Completo,Alto,3,8,Hoy tuve muchos problemas con mis colegas.,2024-10-12 19:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
74,34,F,Soltero,Tiempo Completo,Bajo,2,1,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2024-08-07 05:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
43,25,F,Soltero,Tiempo Completo,Alto,4,4,El apoyo de mis compañeros hoy fue fundamental para superar los obstáculos.,2024-12-23 11:06:38.990,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
44,30,F,Casado,Tiempo Parcial,Alto,3,4,El estrés me está afectando tanto que no puedo concentrarme en nada.,2024-07-16 05:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
29,31,F,Casado,Tiempo Completo,Medio,1,4,Me siento en paz con mi progreso y mis decisiones laborales.,2024-12-25 01:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
13,40,M,Casado,Tiempo Completo,Alto,4,5,Me siento atrapado en un ciclo interminable de trabajo.,2024-03-28 22:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
12,49,F,Soltero,Tiempo Parcial,Medio,4,5,Siento que llevo horas trabajando sin realmente avanzar.,2024-06-16 22:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
95,31,F,Casado,Tiempo Completo,Medio,3,5,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-04-11 21:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
46,29,F,Soltero,Tiempo Parcial,Bajo,2,1,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2025-01-03 20:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
2,26,F,Casado,Tiempo Completo,Bajo,4,8,"Hoy fue un día agotador, pero logré terminar todo.",2025-02-07 00:06:38.990,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
35,27,F,Casado,Tiempo Parcial,Medio,2,3,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-07-07 03:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
87,39,M,Casado,Tiempo Parcial,Alto,3,3,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-12-08 23:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
81,56,M,Divorciado,Tiempo Completo,Bajo,1,7,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2025-01-24 22:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
90,51,M,Divorciado,Tiempo Completo,Medio,4,1,Me siento motivado por los nuevos desafíos que se presentaron hoy.,2024-03-15 22:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
8,31,F,Casado,Tiempo Parcial,Alto,1,8,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-12-28 08:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
93,37,M,Soltero,Tiempo Completo,Bajo,2,3,Hoy fue un día tranquilo y relajado.,2024-05-19 22:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
26,50,M,Soltero,Tiempo Parcial,Medio,2,2,Me siento feliz de haber terminado un proyecto importante hoy.,2024-08-14 05:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
74,34,F,Soltero,Tiempo Completo,Bajo,1,6,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-04-09 01:06:38.990,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
90,51,M,Divorciado,Tiempo Completo,Medio,3,2,Me siento agradecido por el apoyo que recibí de mis compañeros hoy.,2024-10-30 08:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
34,42,F,Casado,Tiempo Completo,Alto,3,5,Hoy fue un día tranquilo y relajado.,2025-01-06 12:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
7,37,M,Divorciado,Tiempo Completo,Medio,4,8,Me siento agobiado por la cantidad de reuniones innecesarias.,2025-02-12 21:06:38.990,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
68,47,M,Casado,Tiempo Completo,Medio,4,1,El ambiente en la oficina hoy fue muy animado y lleno de energía.,2024-04-30 04:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
58,27,M,Divorciado,Tiempo Parcial,Alto,3,1,El estrés no me deja disfrutar de los pequeños logros del día.,2024-04-22 00:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
75,51,F,Divorciado,Tiempo Completo,Medio,3,4,El estrés me está afectando tanto que no puedo concentrarme en nada.,2024-12-28 08:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
29,31,F,Casado,Tiempo Completo,Medio,1,5,El estrés no me deja disfrutar de los momentos de descanso.,2025-01-13 16:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
36,30,F,Casado,Tiempo Completo,Alto,2,4,Me siento relajado y satisfecho con mi desempeño laboral.,2025-02-26 11:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
89,48,M,Casado,Tiempo Completo,Alto,2,5,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2024-11-28 13:06:38.990,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
21,34,F,Casado,Tiempo Completo,Alto,4,3,El estrés no me deja disfrutar de los pequeños logros del día.,2024-08-25 22:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
36,30,F,Casado,Tiempo Completo,Alto,3,3,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2024-03-24 15:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
10,51,F,Casado,Tiempo Completo,Alto,1,9,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-10-01 21:06:38.990,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
73,33,M,Divorciado,Tiempo Parcial,Bajo,4,4,El estrés me está afectando tanto que no puedo disfrutar de mi tiempo libre.,2024-05-29 19:06:38.990,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
24,27,F,Soltero,Tiempo Parcial,Bajo,1,3,El apoyo de mis compañeros hoy fue fundamental para superar los obstáculos.,2025-02-22 14:06:38.990,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
